Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (UK),Primark,Value,Girls,Tops,Hoodies,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Pink,Pink,Lifestyle,Plain,4.75,7/7,aw24,"Sporting a pale pink colour, your mini me will be sure to love wearing our zip-through hoodie! A versatile addition to their wardrobe, this cosy garment features a zip-up fastening, side pockets, and a snuggly hood, while a heart-shaped zip adds an adorable detail to the piece
A lovely layer to wear with jeans and trainers, who said pastels were just a summer colour?
A zip-through hoodie with practical side pockets and a heart-shaped zip
Neckline: Hooded
Fit: Regular Sleeve
Length: Full length Attached hood
Pattern: Solid colour","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash before first use; Wash similar colours together
Composition: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from fire Country of","6-7Y, 2-3Y, 1.5-2Y, 5-6Y, 4-5Y, 7-8Y, 3-4Y",
Primark - non-transactional site (DE),Primark,Value,Women,Underwear,"Bras, Bras > T-Shirt","3-Pack, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Black,Black,Non-activewear,Plain,16.44,9/9,aw24,Cover and chic details make this T-shirt bras a favorite! ,Nur Handwäsche; Nicht chemisch reinigen; Nicht trocknergeeignet,"85D, 80E, 70D, 70B, 80D, 75E, 70E, 85E, 75D",
Primark - non-transactional site (DE),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Neutral,Stone colors,Non-activewear,Plain,5.87,8/8,aw24,These cuffed sweatpants are comfortable and cool,Vor dem ersten Gebrauch waschen; Ähnliche Farben zusammen waschen; Nicht chemisch reinigen; Maximale Temperatur 40 °C; Nicht trocknergeeignet; Im Wäschenetz waschen,"13-14Y, 14-15Y, 8-9Y, 9-10Y, 11-12Y, 10-11Y, 12-13Y, 7-8Y",
Primark - non-transactional site (ES),Primark,Value,Men,Accessories,Belts,"Fabrication, Leather (incl faux leather)",Brown,Chocolate brown,Non-activewear,Plain,11.74,4/4,aw24,"A classic leather belt with square buckle and aged finish
991110117622",,"81-86, 71-76, 91-96, 101-106",
Primark - non-transactional site (ES),Primark,Value,Men,Accessories,Belts,"Fabrication, Leather (incl faux leather)",Black,Black,Non-activewear,Plain,11.74,4/4,aw24,"A classic leather belt with square buckle and aged finish
991110117804",,"81-86, 71-76, 91-96, 101-106",
Primark - non-transactional site (DE),Primark,Value,Women,Accessories,"Jewellery > Earrings, Jewellery","2-Pack, Fabrication",White,White,Non-activewear,Plain,2.94,1/1,aw24,These hoops bring every look to a new level! ,K.A.,One Size,
Primark - non-transactional site (DE),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","Apparel, Fabrication, Multi-Packs",White,White,Non-activewear,Plain,7.04,2/2,aw24,A pack of three crew socks in quarter length with ribbed cuffs and Kappa logo,Nicht bleichen; Nicht chemisch reinigen; Nicht trocknergeeignet; Maximale Temperatur 40 °C; Ähnliche Farben zusammen waschen; Nicht bügeln,"40-42, 43-47",
Primark - non-transactional site (ES),Primark,Value,Women,Bottoms,Leggings,"High Rise, Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Black,Performance,Plain,15.26,7/7,aw24,"Very soft high-waisted leggings to renew your sports looks
911,60804",Temperatura máxima 40 °C; No limpiar en seco; No secar en secadora; Planchar en frío;No usar lejía; Lavar con colores similares; Planchar del revés,"XXS, M, L, XS, S, XL, XXL",
Primark - non-transactional site (ES),Primark,Value,Women,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Heather gray,Non-activewear,Plain,10.57,6/6,aw24,"Straight cut joggers ideal for casual looks
918,105770720","Temperatura máxima 40, ºC; No limpiar en seco; No secar en secadora;Planchar a baja temperatura; No usar lejía","M, XXS, L, XS, S, XL",
Primark - non-transactional site (US),Primark,Value,Men,Underwear,"Underpants/Knickers, Underpants/Knickers > Briefs/Panty","5-Pack, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Black,Black,Non-activewear,Plain,20.00,6/6,aw24,This multipack of modal/cotton blend briefs is stretchy for comfort,"Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash similar colors together; Cool iron
Max temperature 100°F/40°C
Wash in mesh bag.
Underwear : 54% Modal 42% Cotton 4%","XS, S, M, L, XL, XXL",
Primark - non-transactional site (US),Primark,Value,Girls,Hosiery,"Tights, Tights > Tights","3-Pack, Apparel, Fabrication, Multi-Packs",Neutral,Oatmeal,Non-activewear,Plain,7.00,5/5,aw24,In three different designs these tights are an essentials drawer win,"Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not iron trim.
Tights : 71% Cotton 27% Polyester 2% Elastane Fire
Safety: WARNING! Keep away from","6-12M, 18-24M, 12-18M, 0-6M, 24-36M",
Primark - non-transactional site (US),Primark,Value,Boys,Tops,Hoodies,"Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ivory,Non-activewear,Graphics,7.00,7/7,aw24,"Show your love for a true Disney star with our Mickey Mouse sweatshirt
.
For more information on Primark Cares click
Minnie and Friends Character: Disney's Mickey Mouse
Neckline: Crew Sleeve
Length: Full Length No hood
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not iron trim.
Product made with a minimum of 50% cotton from The Primark Cotton Project
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","9-12M, 0-3M, 24-36M, 12-18M, 3-6M, 18-24M, 6-9M",
Primark - non-transactional site (US),Primark,Value,Girls,Footwear,"Shoes > Ballerina, Shoes","Flat, Fabrication, Footwear",Multicolour,Multi,Non-activewear,Product has no pattern data,13.00,9/9,aw24,"Glittery ballerina pumps featuring Disney's Daisy Duck
Minnie and Friends Character: Daisy Duck",,"8, 1, 6, 7, 9, 10, 11, 12, 13",
Primark - non-transactional site (US),Primark,Value,Men,Underwear,"Underpants/Knickers > Boxers, Underpants/Knickers","3-Pack, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Black,Black,Non-activewear,Stripes,7.00,6/6,aw24,"A trio of cotton-rich boxers with contrasting waistband stripes
Underwear Print: Solid Color","Do not bleach
Do not dry clean
Do not tumble dry
Max Temperature 100F/40C
Wash similar colors together
Cool iron
Wash in mesh bag.; Do not dry clean
Max Temperature 85F/30C
Wash inside out
Iron on the reverse
Wash in mesh bag.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together
: 95% Cotton 5% Elastane Fire
Safety: WARNING! Keep away from","XS, XXL, L, M, XL, S",
Primark - non-transactional site (US),Primark,Value,Men,Tops,Tank Tops,"2-Pack, Sleeveless, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",White,White,Non-activewear,Plain,14.00,6/6,aw24,"These soft cotton blend scoop neck tanks are comfortable everyday picks
.
Underwear Neckline: Round
Fit: Regular Sleeve
Length: Sleeveless Model
Size: M
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Cool Iron
: 54% Modal 42% Cotton 4%
PRODUCT MADE WITH A MINIMUM OF 50% SUSTAINABLE MODAL","L, M, XS, XL, S, XXL",
Primark - non-transactional site (US),Primark,Value,Men,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Black,Charcoal,Non-activewear,Graphics,20.00,8/8,aw24,"The Buccaneers graphics make this tee a fierce everyday pick
Shirts NFL NFL Character: Tampa Bay Buccaneers
Neckline: Crew
Fit: Regular Sleeve
Length: Short sleeve Model
Size: M
: 100%","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Do not tumble dry
Cool iron
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash similar colors together; Iron on the reverse; Wash Inside Out; Cool iron
Max temperature 100°F/40°C
Wash in mesh bag.; Avoid contact with light colors as color may transfer","XXL, S, M, XXXL, L, XL, XS, XXS",
Primark - non-transactional site (US),Primark,Value,Men,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",White,White,Non-activewear,Graphics,20.00,7/7,aw24,"Show the NFL some love with this Tampa Bay Buccaneers graphic tee
Shirts NFL NFL Character: Tampa Bay Buccaneers
Neckline: Crew
Fit: Regular Sleeve
Length: Short sleeve Model
Size: M
: 100%","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Do not tumble dry
Cool iron
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash similar colors together; Iron on the reverse; Wash Inside Out; Cool iron
Max temperature 100°F/40°C
Wash in mesh bag.; Avoid contact with light colors as color may transfer","XS, M, S, L, XXXL, XL, XXL",
Primark - non-transactional site (US),Primark,Value,Men,Accessories,"Bags > Backpack, Bags",Fabrication,Black,Black,Non-activewear,Plain,25.00,1/1,aw24,"Get prepped for your commute with this multi-pocket backpack
Bags and Wallets Closure: Zip",: 95% Polyester 5%,One Size,
Primark - non-transactional site (US),Primark,Value,Women,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Grey,Gray heather,Non-activewear,Plain,32.00,7/7,aw24,"These Orlando Magic drawstring cuffed joggers have a matching hoodie
Joggers NBA NBA Character: Orlando Magic
Fit: Regular Model
Size: M
Closure: Drawstring Set
Print: Logo","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Wash similar colors together; Iron on the reverse; Wash Inside Out; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Cool iron
Do not wring or twist.
: 60% Cotton 40%","S, L, XXXL, XXL, M, XL, XS",
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Bottoms > Other Pajama Bottoms, Pajama Bottoms","Apparel, Sleeves, Fabrication, Multi-Packs",Brown,Taupe,Non-activewear,Conversational,14.00,7/7,aw24,"Add old-school Disney charm to your sleepwear with our comic PJ leggings
Minnie and Friends Character: Disney's Mickey Mouse, Minnie Mouse
Fit: Regular
Length: Full Length Model
Size: S-10/12
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
.
here
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click","Do not dry clean
Do not tumble dry
Cool iron
Do not bleach
Max Temperature 85F/30C
Wash inside out in a mesh bag
Wash similar colors together
Reshape while damp
Iron on the reverse.; Do not tumble dry; Do not bleach
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Wash similar colors together; Maximum Temperature 30*C; Wash Inside Out; Warm Iron; Iron on the reverse
: 95% Cotton 5% Elastane Fire
Safety: WARNING! Keep away from
Product made with a minimum of 50% cotton from The Primark Cotton Project","6/8, 14/16, 0/2, 8/10, 18/20, 2/4, 10/12",
Primark - non-transactional site (UK),Primark,Value,Women,Swim,Bikini Sets,"Tie Up, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Green,Dark green,Non-activewear,Plain,16.30,5/5,aw24,"Add a luxe touch to your swim looks without compromising on comfort or practicality with this textured jacquard bikini set! This sophisticated swimsuit features a plunge top with a front ring detail, adjustable shoulder straps for a customised fit, and a rear fastening while the tie-side bottoms provide flexibility and comfort, making it easy to achieve your perfect look and feel
The textured jacquard fabric adds a touch of elegance and uniqueness, setting you apart on any beach or poolside, making it easy to dive into summer with style and confidence!
With a plunge bikini top and tie-side bikini bottoms, both boasting a textured jacquard design, this bikini set is effortlessly elevated!
Model Size: S-10/12 Model
Height: 175 cm
Top: Triangle
Bottom: Tie-side Country of","Maximum Temperature 40*C; Do not tumble dry; Do not dry-clean; Do not Iron; Do not bleach; Wash similar colours together; Dry flat
Composition: SHELL - 92% Nylon, 8% Elastane, LINING - 100% Polyester","XS, S, L, XL, M",
Primark - non-transactional site (UK),Primark,Value,Women,Underwear,"Bras, Bras > T-Shirt","3-Pack, Padded, Apparel, Fabrication, Underwear / Swim, Multi-Packs",Black,Black,Non-activewear,Lace,16.30,15/15,aw24,"Does your bra collection need a welcome refresh? If so, then our three-pack of brushed T-shirt bras are your perfect solution! Each sporting three lovely shades, super smooth cups with a brushed texture, alongside lace-adorned wings, these T-shirt bras are great for everyday wearing thanks to their adjustable shoulder straps and softly moulded cups
Why not use our stock checker to see if they’re available in your favourite Primark store?
Embrace everyday comfort with our three-pack of T-shirt bras, adorned with lace wings and brushed cups
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
.
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
For more information on Primark Cares click
here","Do not bleach; Do not dry-clean; Do not Iron; Do not tumble dry; Hand wash only
Composition: 80% Nylon 20% Elastane Fire
Safety: WARNING! Keep away from fire Padded Wired Country of
Product made using a minimum of 50% recycled nylon","38B, 32D, 38C, 36C, 36A, 36D, 36B, 32B, 38D, 34D, 34B, 32A, 32C, 34A, 34C",
